Strike,Expiry,Type,Vol,Open_Int,Underlying_Price
103,2/12/2016,put,22,1538,96.69
103,2/19/2016,call,10,7149,96.69
103,2/19/2016,put,5,1901,96.69
103,2/26/2016,call,50,509,96.69
103,2/26/2016,put,1,283,96.69
103,3/4/2016,call,14,354,96.69
103,3/4/2016,put,11,42,96.69
103,3/11/2016,call,9,1331,96.69
103,3/11/2016,put,3,8,96.69
104,2/5/2016,call,20,1839,96.69
104,2/5/2016,put,1,478,96.69
104,2/12/2016,call,21,679,96.69
104,2/12/2016,put,2,225,96.69
104,2/19/2016,call,380,4525,96.69
104,2/19/2016,put,11,1275,96.69
104,2/26/2016,call,54,3055,96.69
104,2/26/2016,put,6,119,96.69
104,3/4/2016,call,15,320,96.69
104,3/4/2016,put,1,58,96.69
104,3/11/2016,call,11,1041,96.69
104,3/11/2016,put,3,3,96.69
105,2/5/2016,call,20,15084,96.69
105,2/5/2016,put,28,1308,96.69
105,2/12/2016,call,30,4255,96.69
105,2/12/2016,put,42,192,96.69
105,2/19/2016,call,363,80880,96.69
105,2/19/2016,put,1318,36765,96.69
105,2/26/2016,call,22,2303,96.69
105,2/26/2016,put,377,607,96.69
105,3/4/2016,call,20,868,96.69
105,3/4/2016,put,1,93,96.69
105,3/11/2016,call,5,335,96.69
105,3/11/2016,put,41,42,96.69
105,3/18/2016,call,1587,50976,96.69
105,3/18/2016,put,21,18506,96.69
105,4/15/2016,call,660,26999,96.69
105,4/15/2016,put,14,12183,96.69
105,5/20/2016,call,29,4898,96.69
105,5/20/2016,put,10,746,96.69
105,6/17/2016,call,48,8709,96.69
105,6/17/2016,put,3,18618,96.69
105,7/15/2016,call,18,7133,96.69
105,7/15/2016,put,6,8717,96.69
105,10/21/2016,call,5,3440,96.69
105,10/21/2016,put,5,1760,96.69
105,1/20/2017,call,4,19528,96.69
105,1/20/2017,put,12,36136,96.69
105,6/16/2017,call,50,253,96.69
105,6/16/2017,put,80,265,96.69
105,1/19/2018,call,12,8113,96.69
105,1/19/2018,put,112,6360,96.69
106,2/5/2016,call,36,1970,96.69
106,2/5/2016,put,41,508,96.69
106,2/12/2016,call,105,696,96.69
106,2/12/2016,put,8,170,96.69
106,2/19/2016,call,21,2702,96.69
106,2/19/2016,put,1,1290,96.69
106,2/26/2016,call,8,468,96.69
106,2/26/2016,put,1,211,96.69
106,3/4/2016,call,34,480,96.69
106,3/4/2016,put,15,20,96.69
107,2/5/2016,call,35,2269,96.69
107,2/5/2016,put,10,344,96.69
107,2/12/2016,call,36,731,96.69
107,2/12/2016,put,12,327,96.69
107,2/19/2016,call,39,3245,96.69
107,2/19/2016,put,10,708,96.69
107,2/26/2016,call,6,915,96.69
107,2/26/2016,put,20,659,96.69
108,2/5/2016,call,6,1602,96.69
108,2/5/2016,put,6,207,96.69
108,2/12/2016,call,58,2238,96.69
108,2/12/2016,put,1,122,96.69
108,2/19/2016,call,1,2468,96.69
108,2/19/2016,put,2,785,96.69
108,2/26/2016,call,23,450,96.69
108,2/26/2016,put,85,304,96.69
109,2/5/2016,call,76,1745,96.69
109,2/5/2016,put,3,176,96.69
109,2/12/2016,call,1,782,96.69
109,2/12/2016,put,1,151,96.69
109,2/19/2016,call,1,4788,96.69
109,2/19/2016,put,6,0,96.69
109,2/26/2016,call,16,369,96.69
109,2/26/2016,put,2,355,96.69
110,2/5/2016,call,13,7408,96.69
110,2/5/2016,put,2,351,96.69
110,2/12/2016,call,40,5674,96.69
110,2/12/2016,put,16,195,96.69
110,2/19/2016,call,10,118982,96.69
110,2/19/2016,put,88,71336,96.69
110,2/26/2016,call,1,2298,96.69
110,2/26/2016,put,1,584,96.69
110,3/4/2016,call,2,1581,96.69
110,3/4/2016,put,5,54,96.69
110,3/11/2016,call,14,75,96.69
110,3/11/2016,put,5,6,96.69
110,3/18/2016,call,421,39474,96.69
110,3/18/2016,put,71,29850,96.69
110,4/15/2016,call,415,41786,96.69
110,4/15/2016,put,207,31160,96.69
110,5/20/2016,call,25,20240,96.69
110,5/20/2016,put,181,723,96.69
110,6/17/2016,call,39,36583,96.69
110,6/17/2016,put,11,21388,96.69
110,7/15/2016,call,6,6680,96.69
110,7/15/2016,put,69,6614,96.69
110,10/21/2016,call,48,6976,96.69
110,10/21/2016,put,6,1431,96.69
110,1/20/2017,call,193,46314,96.69
110,1/20/2017,put,4,48345,96.69
110,6/16/2017,call,1,81,96.69
110,6/16/2017,put,6,6,96.69
110,1/19/2018,call,57,15842,96.69
110,1/19/2018,put,1,9905,96.69
111,2/5/2016,call,212,2174,96.69
111,2/5/2016,put,8,59,96.69
111,2/12/2016,call,1,531,96.69
111,2/12/2016,put,3,68,96.69
111,2/19/2016,call,101,1191,96.69
111,2/19/2016,put,1,152,96.69
111,2/26/2016,call,165,412,96.69
111,2/26/2016,put,1,243,96.69
112,2/5/2016,call,5,1798,96.69
112,2/5/2016,put,15,60,96.69
112,2/12/2016,call,8,3587,96.69
112,2/12/2016,put,1,213,96.69
112,2/19/2016,call,11,1135,96.69
112,2/19/2016,put,2,75,96.69
112,2/26/2016,call,4,1776,96.69
112,2/26/2016,put,1,391,96.69
113,2/5/2016,call,5,1084,96.69
113,2/5/2016,put,6,71,96.69
113,2/12/2016,call,15,524,96.69
113,2/12/2016,put,7,42,96.69
113,2/19/2016,call,15,1034,96.69
113,2/19/2016,put,3,59,96.69
113,2/26/2016,call,2,165,96.69
113,2/26/2016,put,10,102,96.69
114,2/5/2016,call,1,950,96.69
114,2/5/2016,put,10,45,96.69
114,2/12/2016,call,14,773,96.69
114,2/12/2016,put,34,157,96.69
114,2/19/2016,call,20,647,96.69
114,2/19/2016,put,32,47,96.69
114,2/26/2016,call,29,589,96.69
114,2/26/2016,put,1,151,96.69
115,2/5/2016,call,10,4741,96.69
115,2/5/2016,put,57,306,96.69
115,2/12/2016,call,43,803,96.69
115,2/12/2016,put,15,123,96.69
115,2/19/2016,call,68,118023,96.69
115,2/19/2016,put,45,85792,96.69
115,2/26/2016,call,2,497,96.69
115,2/26/2016,put,30,169,96.69
115,3/4/2016,call,77,483,96.69
115,3/4/2016,put,1,13,96.69
115,3/18/2016,call,452,28914,96.69
115,3/18/2016,put,4,22121,96.69
115,4/15/2016,call,127,48250,96.69
115,4/15/2016,put,20,32959,96.69
115,5/20/2016,call,1,3474,96.69
115,5/20/2016,put,4,220,96.69
115,6/17/2016,call,494,13035,96.69
115,6/17/2016,put,10,15295,96.69
115,7/15/2016,call,10,9495,96.69
115,7/15/2016,put,56,5211,96.69
115,10/21/2016,call,13,3553,96.69
115,10/21/2016,put,13,1562,96.69
115,1/20/2017,call,103,31647,96.69
115,1/20/2017,put,4,25128,96.69
115,6/16/2017,call,1,49,96.69
115,6/16/2017,put,27,33,96.69
115,1/19/2018,call,34,5510,96.69
115,1/19/2018,put,3,1574,96.69
116,2/5/2016,call,2,736,96.69
116,2/5/2016,put,1,123,96.69
116,2/12/2016,call,1,74,96.69
116,2/12/2016,put,32,63,96.69
116,2/19/2016,call,186,1053,96.69
116,2/19/2016,put,1,40,96.69
116,2/26/2016,call,43,111,96.69
116,2/26/2016,put,1,9,96.69
117,2/5/2016,call,3,234,96.69
117,2/5/2016,put,30,62,96.69
117,2/12/2016,call,4,73,96.69
117,2/12/2016,put,3,80,96.69
117,2/19/2016,call,100,409,96.69
117,2/19/2016,put,27,31,96.69
117,2/26/2016,call,32,129,96.69
117,2/26/2016,put,20,110,96.69
118,2/5/2016,call,3,846,96.69
118,2/5/2016,put,4,69,96.69
118,2/12/2016,call,1,62,96.69
118,2/12/2016,put,1,53,96.69
118,2/19/2016,call,36,156,96.69
118,2/19/2016,put,54,39,96.69
118,2/26/2016,call,19,76,96.69
118,2/26/2016,put,3,93,96.69
119,2/5/2016,call,2,100,96.69
119,2/5/2016,put,14,119,96.69
119,2/12/2016,call,1,98,96.69
119,2/12/2016,put,19,115,96.69
119,2/19/2016,call,173,276,96.69
119,2/19/2016,put,19,19,96.69
119,2/26/2016,call,100,130,96.69
119,2/26/2016,put,14,98,96.69
120,2/5/2016,call,3,1725,96.69
120,2/5/2016,put,5,48,96.69
120,2/12/2016,call,188,380,96.69
120,2/12/2016,put,5,60,96.69
120,2/19/2016,call,10,57766,96.69
120,2/19/2016,put,13,13289,96.69
120,2/26/2016,call,10,191,96.69
120,2/26/2016,put,54,122,96.69
120,3/4/2016,call,5,237,96.69
120,3/4/2016,put,5,26,96.69
120,3/18/2016,call,158,15034,96.69
120,3/18/2016,put,10,5491,96.69
120,4/15/2016,call,45,36191,96.69
120,4/15/2016,put,13,14144,96.69
120,5/20/2016,call,11,2366,96.69
120,5/20/2016,put,4,240,96.69
120,6/17/2016,call,13,28200,96.69
120,6/17/2016,put,4,14222,96.69
120,7/15/2016,call,46,7762,96.69
120,7/15/2016,put,1,2050,96.69
120,10/21/2016,call,2,4563,96.69
120,10/21/2016,put,1,1633,96.69
120,1/20/2017,call,310,79694,96.69
120,1/20/2017,put,11,31232,96.69
120,6/16/2017,call,4,101,96.69
120,6/16/2017,put,1,45,96.69
120,1/19/2018,call,8,30712,96.69
120,1/19/2018,put,3,15831,96.69
121,2/5/2016,call,2,209,96.69
121,2/5/2016,put,10,20,96.69
121,2/12/2016,call,2,93,96.69
121,2/12/2016,put,5,106,96.69
121,2/19/2016,call,145,484,96.69
121,2/26/2016,call,30,133,96.69
121,2/26/2016,put,8,146,96.69
122,2/5/2016,call,25,235,96.69
122,2/5/2016,put,51,119,96.69
122,2/12/2016,call,2,34,96.69
122,2/12/2016,put,5,8,96.69
122,2/19/2016,call,35,365,96.69
122,2/19/2016,put,2,7,96.69
123,2/5/2016,call,11,43,96.69
123,2/5/2016,put,10,14,96.69
123,2/12/2016,call,3,36,96.69
123,2/12/2016,put,5,7,96.69
123,2/19/2016,call,20,214,96.69
123,2/19/2016,put,17,627,96.69
124,2/5/2016,call,32,76,96.69
124,2/5/2016,put,16,16,96.69
124,2/12/2016,call,14,15,96.69
124,2/12/2016,put,1,19,96.69
124,2/19/2016,call,10,93,96.69
124,2/19/2016,put,17,17,96.69
125,2/5/2016,call,2,246,96.69
125,2/5/2016,put,4,49,96.69
125,2/12/2016,call,10,125,96.69
125,2/12/2016,put,11,68,96.69
125,2/19/2016,call,40,26798,96.69
125,2/19/2016,put,23,4454,96.69
125,2/26/2016,call,110,413,96.69
125,2/26/2016,put,5,9,96.69
125,3/18/2016,call,5,10391,96.69
125,3/18/2016,put,1,2332,96.69
125,4/15/2016,call,2646,26235,96.69
125,4/15/2016,put,63,5973,96.69
125,5/20/2016,call,13,872,96.69
125,5/20/2016,put,27,190,96.69
125,6/17/2016,call,10,15777,96.69
125,6/17/2016,put,4,6532,96.69
125,7/15/2016,call,78,6826,96.69
125,7/15/2016,put,4,3581,96.69
125,10/21/2016,call,1,3061,96.69
125,10/21/2016,put,1,590,96.69
125,1/20/2017,call,41,44190,96.69
125,1/20/2017,put,1,22878,96.69
125,6/16/2017,call,1,17,96.69
125,6/16/2017,put,20,28,96.69
125,1/19/2018,call,24,6527,96.69
125,1/19/2018,put,20,3680,96.69
126,2/5/2016,call,116,94,96.69
126,2/5/2016,put,11,11,96.69
126,2/19/2016,call,3,103,96.69
126,2/19/2016,put,1,1,96.69
127,2/5/2016,call,2,12,96.69
127,2/5/2016,put,5,5,96.69
127,2/19/2016,call,70,150,96.69
127,2/19/2016,put,3,3,96.69
128,2/5/2016,call,2,3,96.69
128,2/5/2016,put,11,71,96.69
128,2/19/2016,call,14,383,96.69
129,2/5/2016,call,2,401,96.69
129,2/5/2016,put,1,41,96.69
129,2/19/2016,put,35,35,96.69
130,2/5/2016,put,10,15,96.69
130,2/19/2016,call,19,24554,96.69
130,2/19/2016,put,1,4164,96.69
130,3/18/2016,call,7,7189,96.69
130,3/18/2016,put,2,2017,96.69
130,4/15/2016,call,170,38046,96.69
130,4/15/2016,put,5,3492,96.69
130,5/20/2016,call,11,5644,96.69
130,5/20/2016,put,4,23,96.69
130,6/17/2016,call,10,15350,96.69
130,6/17/2016,put,2,3189,96.69
130,7/15/2016,call,53,6929,96.69
130,7/15/2016,put,30,638,96.69
130,10/21/2016,call,5,35185,96.69
130,10/21/2016,put,5,630,96.69
130,1/20/2017,call,175,101456,96.69
130,1/20/2017,put,77,14301,96.69
130,6/16/2017,call,3,45,96.69
130,1/19/2018,call,144,29002,96.69
130,1/19/2018,put,4,6809,96.69
131,2/5/2016,call,25,43,96.69
131,2/5/2016,put,10,20,96.69
131,2/19/2016,call,37,991,96.69
132,2/5/2016,put,12,12,96.69
132,2/19/2016,call,35,187,96.69
133,2/19/2016,call,146,146,96.69
134,2/19/2016,call,35,716,96.69
135,2/5/2016,call,100,121,96.69
135,2/19/2016,call,3,18290,96.69
135,2/19/2016,put,8,2125,96.69
135,3/18/2016,call,1,3709,96.69
135,3/18/2016,put,5,199,96.69
135,4/15/2016,call,3,9829,96.69
135,4/15/2016,put,1,1697,96.69
135,5/20/2016,call,2373,2599,96.69
135,5/20/2016,put,13,78,96.69
135,6/17/2016,call,48,11123,96.69
135,6/17/2016,put,1,2069,96.69
135,7/15/2016,call,27,2220,96.69
135,7/15/2016,put,20,434,96.69
135,10/21/2016,call,2,3647,96.69
135,10/21/2016,put,11,66,96.69
135,1/20/2017,call,12,32361,96.69
135,1/20/2017,put,13,11878,96.69
135,6/16/2017,call,1,84,96.69
135,1/19/2018,call,5,2752,96.69
135,1/19/2018,put,1,455,96.69
136,2/19/2016,call,2187,2192,96.69
140,2/5/2016,put,9,9,96.69
140,2/19/2016,call,10,8700,96.69
140,2/19/2016,put,160,1219,96.69
140,3/18/2016,call,104,2007,96.69
140,3/18/2016,put,8,206,96.69
140,4/15/2016,call,25,7382,96.69
140,4/15/2016,put,20,666,96.69
140,5/20/2016,call,1,17,96.69
140,5/20/2016,put,160,339,96.69
140,6/17/2016,call,21,31690,96.69
140,6/17/2016,put,2,2646,96.69
140,7/15/2016,call,7,3785,96.69
140,7/15/2016,put,4,232,96.69
140,10/21/2016,call,8,3399,96.69
140,10/21/2016,put,1,5,96.69
140,1/20/2017,call,23,91174,96.69
140,1/20/2017,put,10,27075,96.69
140,6/16/2017,call,1,11,96.69
140,1/19/2018,call,5,40176,96.69
140,1/19/2018,put,10,785,96.69
145,2/19/2016,call,100,6192,96.69
145,2/19/2016,put,7,149,96.69
145,3/18/2016,call,9,4121,96.69
145,3/18/2016,put,1,269,96.69
145,4/15/2016,call,100,4259,96.69
145,4/15/2016,put,10,188,96.69
145,5/20/2016,call,31,34,96.69
145,5/20/2016,put,20,178,96.69
145,6/17/2016,call,2,5954,96.69
145,6/17/2016,put,14,268,96.69
145,7/15/2016,call,6,1579,96.69
145,7/15/2016,put,30,85,96.69
145,10/21/2016,call,2,1132,96.69
145,1/20/2017,call,72,15458,96.69
145,1/20/2017,put,6,6777,96.69
145,6/16/2017,call,2,9,96.69
145,1/19/2018,call,3,1511,96.69
145,1/19/2018,put,1,1397,96.69
150,2/19/2016,call,125,7130,96.69
150,2/19/2016,put,24,308,96.69
150,3/18/2016,call,25,1048,96.69
150,3/18/2016,put,200,1297,96.69
150,4/15/2016,call,68,37205,96.69
150,4/15/2016,put,50,1240,96.69
150,6/17/2016,call,692,17439,96.69
150,6/17/2016,put,4,5659,96.69
150,7/15/2016,call,2,5919,96.69
150,7/15/2016,put,8,78,96.69
150,10/21/2016,call,10,2496,96.69
150,10/21/2016,put,1,151,96.69
150,1/20/2017,call,41,61507,96.69
150,1/20/2017,put,136,27330,96.69
150,1/19/2018,call,16,4962,96.69
150,1/19/2018,put,5,2656,96.69
155,2/19/2016,call,5,1890,96.69
155,2/19/2016,put,1,199,96.69
155,3/18/2016,call,1,403,96.69
155,3/18/2016,put,4,308,96.69
155,4/15/2016,call,196,2038,96.69
155,4/15/2016,put,285,279,96.69
155,6/17/2016,call,10,6102,96.69
155,6/17/2016,put,10,250,96.69
155,7/15/2016,call,2,465,96.69
155,7/15/2016,put,96,98,96.69
155,10/21/2016,call,1,376,96.69
155,1/20/2017,call,1,7705,96.69
155,1/20/2017,put,1,1196,96.69
155,1/19/2018,call,17,530,96.69
155,1/19/2018,put,24,71,96.69
160,2/19/2016,call,1,1104,96.69
160,2/19/2016,put,3,290,96.69
160,3/18/2016,call,150,775,96.69
160,3/18/2016,put,4,1053,96.69
160,4/15/2016,call,180,2707,96.69
160,4/15/2016,put,6,41,96.69
160,6/17/2016,call,10,4564,96.69
160,6/17/2016,put,1,268,96.69
160,7/15/2016,call,2,208,96.69
160,7/15/2016,put,10,147,96.69
160,10/21/2016,call,10,1324,96.69
160,1/20/2017,call,85,13212,96.69
160,1/20/2017,put,5,982,96.69
160,1/19/2018,call,50,1380,96.69
160,1/19/2018,put,12,84,96.69
165,2/19/2016,call,2,748,96.69
165,2/19/2016,put,12,135,96.69
165,3/18/2016,call,912,2629,96.69
165,3/18/2016,put,4,55,96.69
165,4/15/2016,call,140,1246,96.69
165,4/15/2016,put,10,192,96.69
165,6/17/2016,call,5,1426,96.69
165,6/17/2016,put,10,42,96.69
165,7/15/2016,call,6,139,96.69
165,7/15/2016,put,10,48,96.69
165,1/20/2017,call,48,8701,96.69
165,1/20/2017,put,70,1921,96.69
165,1/19/2018,call,4,1057,96.69
165,1/19/2018,put,17,214,96.69
170,3/18/2016,call,170,443,96.69
170,3/18/2016,put,9,39,96.69
170,4/15/2016,call,7,3518,96.69
170,4/15/2016,put,10,70,96.69
170,6/17/2016,call,2,1662,96.69
170,6/17/2016,put,12,37,96.69
170,7/15/2016,call,1231,2660,96.69
170,7/15/2016,put,19,35,96.69
170,1/20/2017,call,45,7309,96.69
170,1/20/2017,put,1,1558,96.69
170,1/19/2018,call,27,5241,96.69
170,1/19/2018,put,1,3022,96.69
175,3/18/2016,call,56,72,96.69
175,3/18/2016,put,324,625,96.69
175,4/15/2016,call,7,854,96.69
175,4/15/2016,put,11,215,96.69
175,6/17/2016,call,1,648,96.69
175,6/17/2016,put,100,130,96.69
175,7/15/2016,call,15,20,96.69
175,7/15/2016,put,93,93,96.69
175,1/20/2017,call,21,9709,96.69
175,1/20/2017,put,1,2688,96.69
175,1/19/2018,call,101,356,96.69
175,1/19/2018,put,18,68,96.69
180,4/15/2016,call,50,758,96.69
180,4/15/2016,put,479,585,96.69
180,6/17/2016,call,51,2216,96.69
180,6/17/2016,put,20,38,96.69
180,7/15/2016,call,1,55,96.69
180,7/15/2016,put,90,118,96.69
180,1/20/2017,call,10,6670,96.69
180,1/20/2017,put,224,1262,96.69
180,1/19/2018,call,14,2706,96.69
180,1/19/2018,put,5,1074,96.69
185,4/15/2016,call,1,7706,96.69
185,4/15/2016,put,397,665,96.69
185,6/17/2016,call,14,10317,96.69
185,6/17/2016,put,0,8,96.69
185,1/20/2017,call,340,4247,96.69
185,1/20/2017,put,340,2309,96.69
190,4/15/2016,call,1,69,96.69
190,4/15/2016,put,20,61,96.69
190,6/17/2016,call,1,1074,96.69
190,1/20/2017,call,195,8047,96.69
190,1/20/2017,put,121,5661,96.69
195,4/15/2016,call,60,3282,96.69
195,4/15/2016,put,2,38,96.69
195,6/17/2016,call,21,20155,96.69
195,6/17/2016,put,48,45,96.69
195,1/20/2017,call,3,25741,96.69
195,1/20/2017,put,2,11339,96.69
